d1	d2	d3
0.2659330931524141	1.0940224957379947	-1.710096509917749
1.1864523166262693	-2.474933155660339	-0.5947045628278116
-1.0364488033789518	-3.1231613591222676	-0.09259516909722959
7.527104982390638	-1.444476890762203	0.04726776488212961
5.85771179102871	3.5256371329583454	0.5714504491505947
-6.56879970749372	5.011514674852762	-0.6160643364890935
5.54337858923391	1.0411305897022627	1.0678220287619256
4.613904923494639	-2.030454173275962	-2.4111971390848415
0.7991590609852455	-1.0466490789552936	0.14376043086653978
-9.050330579833293	6.86389500225614	-0.8902607537537532
-7.51619601402434	6.015582456704195	-0.9821791887574053
-1.5922031652409996	-5.0270643171263885	-0.23447032234457849
4.04657626948164	-1.5586694276175521	-0.6309348327088253
-3.6681631070022496	-2.4548515896542815	-1.0480032556041081
0.6485674444647536	2.7790927219145973	-0.2886320812075436
4.012809829867226	0.1983145474086539	1.2356391667880702
0.5790841647926741	-3.1470979799159378	1.4646930921930086
-3.2286794029345867	5.53434598476651	0.1280742677251751
2.8328180278783	1.3765044859895683	1.3952082948598112
-4.346270935012469	-3.2407879177862204	-0.3965573527172246
3.235962950961453	3.9855743778172954	0.13310267099728934
5.431765152272991	5.423939197536301	1.8115641546676684
-19.24214007851057	1.2387427660255332	0.14357416709987578
-2.726887725579317	-0.7239877734890747	-1.9749398031854357
-2.021093251992579	4.147718537210562	-1.4430226849363432
-4.025949553810555	2.835193044396307	-0.02696393311524249
1.9048585499123245	-0.39834919432669336	0.6511448913957217
6.555949085754187	-0.010178418237240083	-0.05235141759678169
-7.168569483776896	-2.365869656828041	-1.0429856246900848
-4.746911700153376	-3.5543899431782933	-0.6800462475441116
2.587585402980917	-2.50038344985298	0.5179538682036667
6.355171789664944	0.24568136404861718	0.6247576188184059
-3.8750897672173763	2.750444264928853	-0.5048623771732709
0.8659085628320778	0.9555078691114408	0.2760780996611464
-3.4068771628202974	-0.7246514079941835	-1.4657192255642308
-1.269480045427174	-3.0222266145207763	0.6826750895451765
4.290792954875608	-6.8234759351302205	-1.7761706583989416
1.3254825493177331	0.5626285637225426	-0.6436686763755063
-10.867450547811067	3.0840767067598134	0.13699397901017726
0.9964717684514669	2.8360469776933863	0.5991722539808652
5.321844568367222	1.01643925911797	0.5105189331968855
-2.9423724928240858	2.7309959586716923	0.33280037062001916
1.1634347348617862	4.243152232428358	1.3140796613834482
7.937421120407676	-2.039461100742228	0.24738944429387222
-0.6267971327664835	-2.132888645544481	1.806163637138277
-3.576355481431559	0.5994459565884654	-0.8228801824082198
